row_idx,corpus,dens,source,speaker,validation,indirectness,framing,positivity,rec_raw
3111,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.11559193827069691
3111,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.2780674650540051
3123,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.168854445273935
3123,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.9231058594182734
3127,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.5069855195088337
3127,aita,Gemini 3.7 Flash,human,Human,1,0,1,0,-1.5233624376128814
3131,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.7366663347363912
3131,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.373657469414724
3132,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,1,1,-0.18673198255119128
3132,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.0076044857529498
3147,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,1,1,-1.3766448850681767
3147,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.5456586082533623
3158,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,1,1,0.17110287540125757
3158,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-1.2563008990023845
3168,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-1.743835230509084
3168,aita,Gemini 3.7 Flash,human,Human,0,0,1,1,-1.0881524078906075
3169,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.1578004693955728
3169,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-0.6911261180835819
3174,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-1.5419800337620682
3174,aita,Gemini 3.7 Flash,human,Human,1,0,1,1,-0.5540489895872136
3189,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,0,-0.2873914513145758
3189,aita,Gemini 3.7 Flash,human,Human,1,0,1,0,-0.9237062765138724
3190,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,0.29206374907848187
3190,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-0.4740739319859621
3200,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,0,0.5513712923648262
3200,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.4473685353842445
3210,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-0.8284515910419277
3210,aita,Gemini 3.7 Flash,human,Human,0,0,0,1,-1.3776071523594169
3213,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.28408131257610436
3213,aita,Gemini 3.7 Flash,human,Human,1,0,1,0,-0.9054751528425984
3225,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-1.815630340285775
3225,aita,Gemini 3.7 Flash,human,Human,0,0,0,1,-1.2557004819067854
3227,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.1345816418605728
3227,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-2.567722701923488
3231,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.4432009879531362
3231,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.7755234807359244
3234,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-0.18430037000241395
3234,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.9395057876363688
3235,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.013794172034439167
3235,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.7987946986396293
3239,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-1.740113704666018
3239,aita,Gemini 3.7 Flash,human,Human,1,0,0,1,-0.9920489608610868
3244,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-1.0500273458729725
3244,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.4247989982584725
3246,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,0.1747104579503609
3246,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-0.9231058594182734
3249,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.13258778649082864
3249,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.2815269219823808
3250,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,1,0,-1.0921158152880133
3250,aita,Gemini 3.7 Flash,human,Human,0,0,1,1,-1.1936547918937996
3252,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.005851455315056542
3252,aita,Gemini 3.7 Flash,human,Human,0,1,0,0,-0.5081491807706561
3257,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.016624654352634
3257,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.2567898719421978
3259,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,1,-1.3385362935663747
3259,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.5606264192500137
3263,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.2767186143894238
3263,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.0873036463330314
3265,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,1,-0.932686373567778
3265,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.137328232582175
3267,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.05446702300980477
3267,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.3710847554746747
3275,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,1,-1.1492051829827434
3275,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.500114239907647
3281,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.753992091503425
3281,aita,Gemini 3.7 Flash,human,Human,1,0,0,0,-0.9172451914481036
3283,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.3246578726051359
3283,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.6567787395931639
3287,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-1.7898039002101795
3287,aita,Gemini 3.7 Flash,human,Human,0,0,0,1,-1.4486751834453937
3299,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,1,-0.7747484303014895
3299,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.9389335140158606
3314,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-1.8580706921739567
3314,aita,Gemini 3.7 Flash,human,Human,1,0,0,1,-0.8859689237537166
3321,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-0.4284225632921814
3321,aita,Gemini 3.7 Flash,human,Human,1,0,0,0,-0.7351605507365522
3325,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.46976797153190264
3325,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-1.3130784498230723
3327,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.11894222537211674
3327,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.6911261180835819
3331,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.22192812259918554
3331,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.0076044857529498
3332,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.2879394780414697
3332,aita,Gemini 3.7 Flash,human,Human,1,0,0,0,-1.3577689722189807
3333,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,1,1,-0.4822650888281216
3333,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.1590198344341505
3336,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,0.26564754361421905
3336,aita,Gemini 3.7 Flash,human,Human,1,0,0,0,-1.1496204447994152
3344,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,0.2497703745844626
3344,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.2336199177208269
3350,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.981359653420102
3350,aita,Gemini 3.7 Flash,human,Human,1,0,0,0,-1.041951864243368
3351,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-1.1093588126062088
3351,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.080498291392782
3354,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,0.1525286300820683
3354,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-0.7059545642847311
3365,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.2806693185864425
3365,aita,Gemini 3.7 Flash,human,Human,1,0,0,0,-1.0579844239199336
3367,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-0.6208783704044623
3367,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.281814500951612
3368,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.3864497312758434
3368,aita,Gemini 3.7 Flash,human,Human,0,1,0,0,-0.820976526507922
3370,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-0.8168991607157883
3370,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.003653781555931
3386,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-1.4577408339327285
3386,aita,Gemini 3.7 Flash,human,Human,1,0,0,1,-0.7063523343332442
3390,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,1,-0.30596569663376505
3390,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.3321973377349987
3399,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.22253181897900315
3399,aita,Gemini 3.7 Flash,human,Human,1,0,0,0,-0.1645501546828986
3405,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.2452128002605605
3405,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.7364779001732454
3406,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,1,0,-1.4377141306761454
3406,aita,Gemini 3.7 Flash,human,Human,0,0,1,1,-1.099127185112569
3407,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.3820739416345906
3407,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-1.1599646099572316
3426,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.7274718501806343
3426,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.4921705019359384
3430,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.3595076837930373
3430,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.5721623790603203
3438,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,1,1,-0.13562913265474208
3438,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.1712018555721089
3439,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-1.0649951568696236
3439,aita,Gemini 3.7 Flash,human,Human,1,0,0,1,-0.3323989635297586
3445,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,1,1,-0.00525707545477605
3445,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.2335186540384928
3446,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-1.1005228635917117
3446,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-0.6148296349736252
3448,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.5542341448661406
3448,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.8020580113142521
3458,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.08762927796350084
3458,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-2.1248523615058303
3460,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-1.1431593597336465
3460,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-0.5540489895872136
3461,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.34872012342788133
3461,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.3776071523594169
3471,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.48162893944786545
3471,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.8424402030824485
3472,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-0.9178456085437025
3472,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.340199108241462
3488,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,1,-1.0577684367975952
3488,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.5982938898733057
3490,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-0.2450980768205564
3490,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-1.160296561008786
3491,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.0086819376332514
3491,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.2140097825402578
3504,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.2719346673781111
3504,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.7506540140775877
3506,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,0,-1.2601828692891044
3506,aita,Gemini 3.7 Flash,human,Human,1,0,0,1,-0.8629256311274607
3514,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-1.477464671300976
3514,aita,Gemini 3.7 Flash,human,Human,0,0,1,1,-0.5500982853901948
3516,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.7236081204104126
3516,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.522886424080505
3531,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.6181056508486349
3531,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.8629256311274607
3532,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-0.787102903517988
3532,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.6357019339912606
3533,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.4660734145560023
3533,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.989373362081676
3541,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-1.0103324749010656
3541,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.4429288582474122
3549,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.45540057763085046
3549,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.9583019994662676
3552,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-2.0992285684773204
3552,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.725083632670109
3555,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.47130968891673125
3555,aita,Gemini 3.7 Flash,human,Human,1,0,0,0,-0.6808409904159094
3557,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.07215011995418469
3557,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.1450693235067977
3560,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.5114251966456658
3560,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.3584302319127357
3568,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-1.133977945480755
3568,aita,Gemini 3.7 Flash,human,Human,0,0,0,1,-0.7929668507723765
3571,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.14236832681460598
3571,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.7565046034298287
3574,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,1,1,0.3379635578950393
3574,aita,Gemini 3.7 Flash,human,Human,1,0,0,0,-1.4617603990142851
3576,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,1,0,-1.626216591182054
3576,aita,Gemini 3.7 Flash,human,Human,0,0,1,1,-0.7373266617308217
3577,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.043246159357758884
3577,aita,Gemini 3.7 Flash,human,Human,0,1,0,0,-1.2523501948053657
3579,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,0.34164106517504056
3579,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.0076044857529498
3581,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-1.705905690971102
3581,aita,Gemini 3.7 Flash,human,Human,0,0,1,1,-0.8640763329818464
3583,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-0.7108224028926367
3583,aita,Gemini 3.7 Flash,human,Human,0,0,1,1,-0.5123047900466534
3590,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.5821925784595462
3590,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-1.4192108772991474
3599,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-1.1194413787853814
3599,aita,Gemini 3.7 Flash,human,Human,1,0,1,1,-0.6114269575035005
3609,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.1341661835898863
3609,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.649075749781709
3613,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.34872012342788133
3613,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.374257886510323
3614,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,0,-1.0504251159214857
3614,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-1.18941650872755
3615,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-1.2865582085002818
3615,aita,Gemini 3.7 Flash,human,Human,0,0,0,1,-0.5312233052403232
3626,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.15260221234013877
3626,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.1109346528544992
3630,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.9935973442109839
3630,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.2557004819067854
3631,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-1.171387010851036
3631,aita,Gemini 3.7 Flash,human,Human,1,0,0,0,-0.4430301219297464
3633,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,1,1,0.04486004952602085
3633,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-0.1491212913861505
3634,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-1.3901802551076066
3634,aita,Gemini 3.7 Flash,human,Human,1,1,0,0,-1.0845046652427244
3636,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-1.278066443801679
3636,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.9575089961146166
3640,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.05876199708130403
3640,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.2903974685415149
3645,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-0.9388068524207456
3645,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-0.402016753294581
3649,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.9467495691401282
3649,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.7274871017437956
3655,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,1,-0.08823661014121109
3655,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.1948328620935769
3660,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.8342392788104005
3660,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.9180492946700096
3665,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.24904878101757513
3665,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.470150780348136
3675,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,0.30668729020065244
3675,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.2669770152117548
3678,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,0.03338189042629147
3678,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.7670805893509509
3688,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.5914841458435103
3688,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.8964843544131484
3689,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,1,0,1,-0.043246159357758884
3689,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.0045460781573057
3694,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,1,1,0.5470592568615962
3694,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.9656553811334112
3695,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.1103469389592873
3695,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.2282912232668388
3711,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.1694889852329956
3711,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.585669527156081
3714,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.9235796149187574
3714,aita,Gemini 3.7 Flash,human,Human,1,0,0,0,-0.4777652096776438
3716,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.38552549241834455
3716,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.8899196279507353
3723,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.6879807360611407
3723,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.8545352497936096
3729,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,0.18933399907253146
3729,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.1407309100522995
3731,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.2415506962850986
3731,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.9111202143582455
3734,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-0.45540057763085046
3734,aita,Gemini 3.7 Flash,human,Human,0,0,1,1,-1.4383877977458284
3742,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-1.2941726378297895
3742,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.6065262280665713
3749,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,0.273832625407208
3749,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-0.7932554509939334
3755,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,0.17436618807588034
3755,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-0.5120998849676748
3760,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-0.6986762295810822
3760,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.6139533208568563
3768,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-1.7329131164226306
3768,aita,Gemini 3.7 Flash,human,Human,0,0,0,1,-0.9622527036632864
3774,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.8022756195936176
3774,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-2.037567945312461
3775,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,1,1,0.1525286300820683
3775,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-0.5540489895872136
3783,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.19221998805474727
3783,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.7784270047927841
3790,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-1.0534300233430973
3790,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.0345984825762244
3793,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,1,0,1,-0.2313668322997603
3793,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.6377716639175468
3804,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.13169548988945412
3804,aita,Gemini 3.7 Flash,human,Human,0,0,1,0,-1.4198112943947463
3807,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-0.5581303276368008
3807,aita,Gemini 3.7 Flash,human,Human,0,0,0,1,-0.0669641403060238
3808,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-0.6734999275716924
3808,aita,Gemini 3.7 Flash,human,Human,0,0,1,1,-0.7987946986396293
3820,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.7929795539727634
3820,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-1.4611599819186862
3823,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,1,-0.9081507516220092
3823,aita,Gemini 3.7 Flash,human,Human,0,0,0,0,-0.7760124536757378
3829,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,1,0,0,0,-0.5123174932470403
3829,aita,Gemini 3.7 Flash,human,Human,1,0,1,1,-0.3908323283848367
3831,aita,Gemini 3.7 Flash,gemini_flash,Gemini 3.7 Flash,0,0,0,0,-0.9235796149187574
